courseCode,courseName,courseDesc,preReqs,FYS,SOPH,DIAP,WRIT,CBLR,COEX
CSCI 0030,Introduction to Computation for the Humanities and Social Sciences,"Introduces students to the use of computation for solving problems in the social sciences and the humanities. We will investigate a series of real-world problems taken from the news, from books such as Freakonomics, and from current research. Topics covered include data gathering, analysis, and visualization; web-based interfaces; algorithms; and scripting. Enrollment limited to 20. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 0081,TA Apprenticeship: Full Credit,"Being an undergraduate TA is a learning experience: one not only gets a deeper understanding of the course material, but gains management and social skills that are invaluable for one's future. Students taking this course must first be selected as an undergraduate TA for a Computer Science course, a course the student has taken and done well in. Students will work with the course's instructor on a variety of course-related topics, including preparation of material and development of assignments. Whether CSCI 0081 or its half-credit version (CSCI 0082) is taken is up to the professor of the course being TA'd. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 0082,TA Apprenticeship: Half Credit,"Being an undergraduate TA is a learning experience: one not only gets a deeper understanding of the course material, but gains management and social skills that are invaluable for one's future. Students taking this course must first be selected as an undergraduate TA for a Computer Science course, a course the student has taken and done well in. Students will work with the course's instructor on a variety of course-related topics, including preparation of material and development of assignments. Whether CSCI 0082 or its full-credit version (CSCI 0081) is taken is up to the professor of the course being TA'd. Instructor permission required.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 0111,Computing Foundations: Data,"An introduction to computing and programming that focuses on understanding and manipulating data. Students will learn to write programs to process both tabular and structured data, to assess programs both experimentally and theoretically, to apply basic data science concepts, and to discuss big ideas around the communication and use of digital information.
Designed for both concentrators and non-concentrators, this is the first in an eventual three-course introductory sequence leading into advanced CS courses. Programming assignments will be smaller scale than in CSCI 0150/0170, thus allowing students time to practice programming and discuss computational ideas in a broader context.","[('CSCI 0112', 0), ('DATA 0200', 0), ('CSCI 1440', 1), ('DATA 0200', 0), ('CSCI 1951L', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 0112,Computing Foundations: Program Organization,"Explores how organization of programs, data, and algorithms affects metrics such as time performance, space usage, social impacts, and data privacy. Students will learn how to choose between candidate data structures for a problem, how to write programs over several standard data structures, how to assess the quality of programs (from theoretical, practical, and social perspectives), and how to apply their skills to computational problems that could arise in a variety of fields. The course will teach object-oriented programming, in combination with basic functional and imperative programming concepts. The course is designed for both concentrators and non-concentrators. Prerequisite: CSCI 0111","[('CSCI 0180', 0), ('CSCI 0180', 0), ('CSCI 0220', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 0190,Accelerated Introduction to Computer Science,"A one-semester introduction to CS covering programming integrated with core data structures, algorithms, and analysis techniques, similar to the two-course introductory sequences (CSCI 0150-0160 and CSCI 0170-0180). Students wishing to take CSCI 0190 must pass a a sequence of online placement assignments. Though the placement process is most appropriate for students who have had some prior programming experience, it is self-contained so all are welcome to try learning the provided material and attempting placement. Placement information will be available by June 1st at http://cs.brown.edu/courses/csci0190/. Students who do not successfully pass the placement process won't be allowed to register.","[('CSCI 0330', 0), ('DATA 0200', 0), ('CSCI 1230', 0), ('CSCI 1270', 0), ('CSCI 1410', 1), ('CSCI 1470', 1), ('CSCI 1570', 1), ('CSCI 1810', 0), ('CSCI 1950N', 0), ('CSCI 1951R', 1), ('ECON 1660', 1), ('CSCI 0180', 0), ('CSCI 0300', 0), ('CSCI 0320', 0), ('CSCI 1440', 1), ('CSCI 1660', 1), ('CSCI 1951A', 0), ('CSCI 0180', 0), ('CSCI 0220', 0), ('DATA 0200', 0), ('APMA 1080', 1), ('CSCI 1951A', 0), ('CSCI 1951L', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSCI 0330,Introduction to Computer Systems,"High-level computer architecture and systems programming. The course covers the organization of computer systems (in terms of storage units, caches, processors, and I/O controllers) and teaches students assembly-language programming and C-language programming. Extensive programming exercises introduce students to systems-level programming on Unix systems, as well as to multi-threaded programming with POSIX threads. Students will be introduced to the functions of operating systems. Prerequisite: CSCI 0150, 0180, or 0190.","[('CSCI 1650', 0), ('CSCI 2390', 1), ('CSCI 2952V', 0), ('CSCI 1260', 0), ('CSCI 1301', 0), ('CSCI 1660', 1), ('CSCI 1900', 0), ('CSCI 1951I', 0), ('CSCI 2951O', 0)]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZCH 0100,Introductory Czech,"Introduces the performance of basic tasks in Standard Czech, highlights of Czech culture, and a worldview of a nation uniquely located on the threshold of western and eastern Europe. Emphasis on oral communication. Five meetings per week and use of audio/visual materials. Enrollment limited to 18.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CZCH 0320A,Czech Animation: Cross-cultural Dialogs,"Czech animation has a long tradition and international reputation. Jiří Trnka beat Walt Disney at the post-war Cannes Film Festival. Karel Zeman is a pioneer in creating fantasy films with animation. Surrealist films by Jan Švankmajer continue to shock the audience. Younger animators such as Barta, Klimt, and Pospíšilová have been developing new modes of expression after the fall of socialism. This course explores a variety of Czech animated films from the 1960’s to the 21st century and its cross-cultural dialog, especially with the Japanese anime. Readings in English and films with English subtitles.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DATA 0200,Data Science Fluency,"As data science becomes more visible, are you curious about its unique amalgamation of computer programming, statistics, and visualizing or storytelling? Are you wondering how these areas fit together and what a data scientist does? This course offers all students regardless of background the opportunity for hands-on data science experience, following a data science process from an initial research question, through data analysis, to the storytelling of the data. Along the way, you will learn about the ethical considerations of working with data, and become more aware of societal impacts of data science. Course does not count toward CS concentration requirements.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
